RideID,PickupDateTime,DropoffDateTime,PickupZone,PickupLatitude,PickupLongitude,DropoffZone,DropoffLatitude,DropoffLongitude,DistanceKM,FareAmount,SurgeMultiplier,RideStatus,WaitingTimeMinutes,EstimatedTripDurationMinutes,ActualTripDurationMinutes,DriverID,CustomerID,CancellationReason,DriverRating,CustomerRating
R19844,2024-04-30 21:15:51.590428,2024-04-30 21:46:51.590428,Banjara Hills,17.41409790912015,78.44643804159696,Hitec City,17.44966265654532,78.38041871978038,8.04,192.98,1.2,Cancelled by Customer,1,29,31,D9,C10,,3,3
R19845,2024-02-19 01:58:01.958414,2024-02-19 02:26:01.958414,Banjara Hills,17.41289966887818,78.44346516011318,Banjara Hills,17.42393668780814,78.44693293003647,1.28,107.36,1.5,Completed,9,33,28,D2,C8,,5,3
R19846,2024-04-07 04:39:40.424910,2024-04-07 05:05:40.424910,Hitec City,17.43821283952614,78.37633771956206,Banjara Hills,17.41811170941888,78.4497532692889,8.1,186.2,1.0,Completed,8,27,26,D1,C18,,5,3
R19847,2024-02-29 23:05:20.676998,2024-02-29 23:39:20.676998,Hitec City,17.44345509664687,78.38393202671163,Hitec City,17.45234811221936,78.37319556982806,1.51,119.12,1.0,Completed,5,35,34,D2,C17,,5,5
R19848,2024-01-24 19:28:07.721416,2024-01-24 19:35:07.721416,Gachibowli,17.432542314092316,78.35637803208772,Banjara Hills,17.406393638362125,78.45588529091684,10.95,191.9,1.0,Completed,10,4,7,D9,C8,,4,4
R19849,2024-01-25 02:17:44.247961,2024-01-25 02:47:44.247961,Banjara Hills,17.41736857925244,78.44105232726494,Gachibowli,17.440022347969585,78.34246019459619,10.76,224.12,1.5,Completed,6,29,30,D3,C6,,4,3
R19850,2024-01-13 21:51:48.418717,2024-01-13 22:18:48.418717,Gachibowli,17.4309605565828,78.35350815051238,Gachibowli,17.43495652919104,78.34867923594976,0.68,98.66,1.2,Cancelled by Customer,2,28,27,D1,C7,,3,5
R19851,2024-01-02 01:53:01.867656,2024-01-02 02:19:01.867656,Banjara Hills,17.407922815620765,78.45700200740926,Gachibowli,17.431434116551742,78.35172262229159,11.47,226.64,1.5,Cancelled by Customer,10,29,26,D2,C12,,3,5
R19852,2024-01-11 09:09:47.413206,2024-01-11 09:29:47.413206,Hitec City,17.438289304883888,78.37709115716004,Hitec City,17.446858295705916,78.3732434169362,1.04,92.48,1.0,Cancelled by Customer,8,18,20,D7,C18,,3,4
R19853,2024-05-28 02:43:25.568780,2024-05-28 02:57:25.568780,Gachibowli,17.448863753101882,78.3526842500785,Hitec City,17.439941892526537,78.3698396974341,2.07,95.84,1.5,Cancelled by Customer,6,10,14,D2,C17,,5,5
R19854,2024-05-09 15:35:11.052724,2024-05-09 16:02:11.052724,Banjara Hills,17.406632542907204,78.44896832703728,Gachibowli,17.44887652321345,78.35421416412387,11.1,223.7,1.2,Cancelled by Customer,3,25,27,D2,C11,,4,3
R19855,2024-06-10 00:07:33.969523,2024-06-10 00:13:33.969523,Gachibowli,17.44884231652525,78.35401963173419,Banjara Hills,17.408052499141434,78.44650746641369,10.81,188.72,1.2,Completed,9,3,6,D5,C5,,5,5
R19856,2024-04-23 12:49:10.637553,2024-04-23 12:54:10.637553,Gachibowli,17.444155655970537,78.35398339367386,Banjara Hills,17.419614519180573,78.45079187717164,10.63,185.06,1.5,Completed,1,1,5,D9,C7,,5,5
R19857,2024-02-05 09:19:42.254070,2024-02-05 09:42:42.254070,Hitec City,17.450335259308673,78.36925589260044,Gachibowli,17.43556802597122,78.35251627952213,2.42,113.54,1.0,Cancelled by Customer,8,25,23,D5,C4,,3,4
R19858,2024-06-26 00:26:08.803665,2024-06-26 01:02:08.803665,Banjara Hills,17.407185347321633,78.45754720562857,Hitec City,17.450166488369312,78.37478065362774,10.0,224.0,1.2,Completed,8,38,36,D1,C6,,3,4
R19859,2024-02-10 14:47:26.407022,2024-02-10 15:24:26.407022,Gachibowli,17.444929078503932,78.35326161975654,Banjara Hills,17.424305605683262,78.44058559311989,9.54,219.98,1.2,Cancelled by Customer,6,32,37,D7,C4,,4,3
R19860,2024-02-05 06:49:16.417833,2024-02-05 07:22:16.417833,Banjara Hills,17.42189893629529,78.45627680590913,Hitec City,17.446818252153975,78.3756209405383,8.99,207.38,1.5,Cancelled by Customer,4,36,33,D4,C1,,3,3
R19861,2024-01-31 10:22:31.136593,2024-01-31 10:58:31.136593,Banjara Hills,17.41078177690105,78.447663838914,Banjara Hills,17.410775368143035,78.45514095410756,0.79,113.48,1.2,Completed,8,36,36,D10,C9,,4,4
R19862,2024-06-20 23:15:50.291782,2024-06-20 23:51:50.291782,Hitec City,17.438307725182696,78.37952922424867,Hitec City,17.447918796317346,78.37500227800501,1.17,118.04,1.5,Cancelled by Customer,5,34,36,D1,C2,,5,4
R19863,2024-02-12 09:08:08.621509,2024-02-12 09:18:08.621509,Hitec City,17.43889847739295,78.38427766348877,Gachibowli,17.447245751058208,78.3457122262442,4.2,115.4,1.5,Cancelled by Customer,5,12,10,D7,C19,,3,3
R19864,2024-06-27 05:38:44.511130,2024-06-27 06:15:44.511130,Hitec City,17.450872356293107,78.38061187737516,Hitec City,17.451669663906934,78.3729115481635,0.82,115.34,1.0,Cancelled by Customer,9,38,37,D3,C17,,5,5
R19865,2024-06-30 19:48:38.509921,2024-06-30 20:02:38.509921,Banjara Hills,17.418954415724013,78.4553976067414,Banjara Hills,17.415571044589296,78.44328201660886,1.34,87.08,1.2,Cancelled by Customer,4,19,14,D9,C17,,4,3
R19866,2024-02-13 08:04:11.346657,2024-02-13 08:20:11.346657,Banjara Hills,17.425160029668636,78.45213589426324,Hitec City,17.444022483422348,78.37220820602494,8.73,178.76,1.5,Completed,9,16,16,D1,C17,,3,4
R19867,2024-02-19 04:39:23.705457,2024-02-19 04:57:23.705457,Banjara Hills,17.414887264339008,78.45614673704223,Hitec City,17.45491587524033,78.38234570007225,9.01,185.12,1.5,Cancelled by Customer,3,14,18,D8,C19,,3,4
R19868,2024-04-07 17:34:40.902459,2024-04-07 18:06:40.902459,Hitec City,17.455905764315183,78.3793965440489,Banjara Hills,17.42252911969522,78.44538401933792,7.92,193.04,1.0,Cancelled by Customer,7,29,32,D10,C11,,4,3
R19869,2024-06-25 06:45:52.261421,2024-06-25 07:06:52.261421,Gachibowli,17.437227664948917,78.34220417028372,Gachibowli,17.442673288661044,78.34694407053081,0.79,90.98,1.5,Completed,4,26,21,D6,C5,,4,3
R19870,2024-02-23 17:35:58.195825,2024-02-23 17:41:58.195825,Hitec City,17.438736667781498,78.38619738785523,Gachibowli,17.433649003089748,78.34331628845004,4.58,113.96,1.5,Cancelled by Customer,3,5,6,D8,C18,,4,4
R19871,2024-03-08 06:42:04.938454,2024-03-08 06:56:04.938454,Hitec City,17.444480575591015,78.37586296671444,Hitec City,17.443749561272195,78.38516386514758,0.99,82.88,1.5,Completed,1,10,14,D6,C16,,5,5
R19872,2024-01-09 00:10:42.380109,2024-01-09 00:45:42.380109,Banjara Hills,17.42489624580788,78.4441532819777,Gachibowli,17.449862223084402,78.34148711669276,11.24,237.38,1.0,Completed,4,35,35,D4,C5,,3,3
R19873,2024-04-18 23:22:35.989149,2024-04-18 23:46:35.989149,Hitec City,17.44164754366436,78.37993870271264,Hitec City,17.439705876082655,78.37489979079697,0.58,92.96,1.5,Cancelled by Customer,9,23,24,D10,C15,,4,5
R19874,2024-04-16 15:11:29.258429,2024-04-16 15:51:29.258429,Banjara Hills,17.425797641810636,78.43892377664528,Hitec City,17.445313957020904,78.37074989701769,7.55,200.6,1.0,Cancelled by Customer,7,43,40,D1,C16,,5,3
R19875,2024-05-24 15:51:38.050667,2024-05-24 16:24:38.050667,Banjara Hills,17.413364380515375,78.44656181429802,Gachibowli,17.44073616574066,78.35879139756037,9.8,217.1,1.5,Cancelled by Customer,1,37,33,D4,C13,,4,4
R19876,2024-02-02 07:40:38.211562,2024-02-02 08:09:38.211562,Hitec City,17.44235664997088,78.37371380140067,Hitec City,17.45227987530971,78.38178158142317,1.4,110.3,1.5,Cancelled by Customer,6,30,29,D9,C13,,5,5
R19877,2024-04-03 03:16:21.338642,2024-04-03 03:24:21.338642,Hitec City,17.445480166192645,78.38661020494388,Banjara Hills,17.414926948323508,78.44772881850488,7.32,149.84,1.5,Cancelled by Customer,1,7,8,D2,C6,,5,3
R19878,2024-06-12 07:32:25.062704,2024-06-12 07:42:25.062704,Banjara Hills,17.42324680867149,78.4474468516365,Gachibowli,17.4357198030687,78.35755853137857,9.64,180.68,1.2,Completed,4,10,10,D2,C16,,5,4
R19879,2024-02-18 11:18:08.647158,2024-02-18 11:43:08.647158,Gachibowli,17.43159192361973,78.34658933679118,Gachibowli,17.43231287968493,78.35630362837271,1.03,99.86,1.0,Completed,10,29,25,D3,C12,,5,5
R19880,2024-02-09 01:34:03.715457,2024-02-09 02:10:03.715457,Hitec City,17.44151243780173,78.38041903061199,Hitec City,17.452820947137702,78.37866580987297,1.27,119.24,1.0,Cancelled by Customer,10,35,36,D7,C16,,4,3
R19881,2024-05-10 18:29:22.161721,2024-05-10 18:57:22.161721,Banjara Hills,17.417530742585576,78.45694684843485,Gachibowli,17.4324981205195,78.34125798721405,12.39,240.68,1.2,Cancelled by Customer,9,29,28,D1,C3,,3,4
R19882,2024-06-11 05:01:18.946256,2024-06-11 05:27:18.946256,Banjara Hills,17.42552859020316,78.43958302429334,Hitec City,17.442060499615895,78.3682146793154,7.79,182.48,1.0,Cancelled by Customer,5,24,26,D8,C12,,3,3
R19883,2024-05-11 20:45:57.011668,2024-05-11 21:14:57.011668,Gachibowli,17.44044956583319,78.34762168196414,Banjara Hills,17.41473550163674,78.45414098112603,11.66,233.42,1.0,Completed,1,27,29,D2,C8,,3,5
R19884,2024-01-26 06:41:27.717809,2024-01-26 06:49:27.717809,Banjara Hills,17.408464056289198,78.45442535275748,Hitec City,17.451775428401223,78.37871418866713,9.37,174.44,1.2,Completed,2,10,8,D6,C16,,5,3
R19885,2024-01-13 22:50:04.083112,2024-01-13 22:57:04.083112,Banjara Hills,17.41184863588512,78.45477265427454,Gachibowli,17.443517367909287,78.33975763663543,12.7,212.9,1.0,Cancelled by Customer,5,11,7,D10,C6,,3,3
R19886,2024-05-09 00:54:40.613387,2024-05-09 01:14:40.613387,Hitec City,17.438354607970176,78.38666045098043,Banjara Hills,17.418257447062228,78.44342921399542,6.42,157.04,1.5,Completed,8,15,20,D1,C14,,4,5
R19887,2024-02-14 03:02:47.911569,2024-02-14 03:18:47.911569,Hitec City,17.442103033499247,78.38560567571596,Banjara Hills,17.413618238634765,78.45774236546752,8.28,173.36,1.2,Completed,5,13,16,D7,C6,,4,3
R19888,2024-01-31 12:38:17.180658,2024-01-31 13:16:17.180658,Gachibowli,17.439957066369615,78.35387725647973,Gachibowli,17.44703069743828,78.35606719082928,0.82,116.84,1.0,Cancelled by Customer,3,34,38,D9,C8,,5,4
R19889,2024-05-25 13:38:03.555144,2024-05-25 13:54:03.555144,Hitec City,17.44621749694646,78.38048937603796,Hitec City,17.445794276718466,78.3726087267419,0.84,84.08,1.2,Cancelled by Customer,6,14,16,D2,C2,,3,5
R19890,2024-01-13 10:57:18.717396,2024-01-13 11:21:18.717396,Banjara Hills,17.41817357250912,78.44763384820902,Hitec City,17.443435666597143,78.38451696332719,7.26,173.12,1.5,Completed,2,28,24,D7,C2,,3,4
R19891,2024-05-01 11:52:12.886789,2024-05-01 12:09:12.886789,Banjara Hills,17.422860070764703,78.4481617988623,Hitec City,17.44645262270617,78.3849991722511,7.2,161.9,1.5,Cancelled by Customer,8,19,17,D6,C7,,3,4
R19892,2024-04-01 15:03:24.175270,2024-04-01 15:13:24.175270,Gachibowli,17.43237270706645,78.34957042465861,Banjara Hills,17.418651425316764,78.44707761552623,10.46,190.52,1.5,Completed,4,5,10,D5,C15,,5,4
R19893,2024-04-03 04:57:23.234345,2024-04-03 05:35:23.234345,Gachibowli,17.439047324242306,78.35367347620759,Hitec City,17.450194339361097,78.36992157746576,2.12,132.44,1.2,Completed,4,35,38,D3,C16,,5,3
R19894,2024-04-18 20:28:00.333100,2024-04-18 21:00:00.333100,Hitec City,17.445234534230877,78.38471145644965,Gachibowli,17.45001792908713,78.34866789628475,3.86,144.32,1.2,Completed,7,31,32,D1,C1,,3,5
R19895,2024-05-24 22:31:46.031167,2024-05-24 22:46:46.031167,Hitec City,17.439136664457013,78.38342496668297,Banjara Hills,17.421963252943986,78.4497768953618,7.29,159.98,1.5,Cancelled by Customer,5,13,15,D8,C20,,5,3
R19896,2024-06-09 03:55:54.066027,2024-06-09 04:19:54.066027,Hitec City,17.447539789501672,78.36763809200407,Gachibowli,17.438803851642326,78.33954594377082,3.13,123.56,1.5,Cancelled by Customer,2,27,24,D6,C15,,3,4
R19897,2024-05-14 23:59:33.571269,2024-05-15 00:27:33.571269,Gachibowli,17.445166575375374,78.34612065336528,Hitec City,17.452497801941803,78.37973962369958,3.66,135.92,1.5,Cancelled by Customer,5,30,28,D3,C11,,4,5
R19898,2024-04-05 17:28:01.271229,2024-04-05 17:43:01.271229,Gachibowli,17.436310004204365,78.35650029323722,Gachibowli,17.444316139184732,78.34119915624984,1.85,94.7,1.0,Cancelled by Customer,6,19,15,D6,C15,,4,5
R19899,2024-04-05 18:10:53.611055,2024-04-05 18:43:53.611055,Banjara Hills,17.41349686978392,78.45284184300345,Gachibowli,17.43802464000349,78.3563058519331,10.6,226.7,1.2,Completed,7,34,33,D5,C3,,5,5
R19900,2024-04-11 09:58:45.296904,2024-04-11 10:38:45.296904,Hitec City,17.44146942184171,78.37223656212717,Banjara Hills,17.422093544689663,78.44030316894981,7.54,200.48,1.0,Cancelled by Customer,5,42,40,D3,C12,,3,5
R19901,2024-01-06 15:54:49.775785,2024-01-06 16:22:49.775785,Gachibowli,17.449886276341363,78.35052730134254,Gachibowli,17.44001629330273,78.34260531873394,1.38,108.56,1.5,Cancelled by Customer,2,30,28,D3,C10,,3,3
R19902,2024-03-28 16:36:38.682510,2024-03-28 17:03:38.682510,Banjara Hills,17.408039741234997,78.45705920532886,Gachibowli,17.440048987623666,78.34474360657305,12.44,239.78,1.5,Cancelled by Customer,2,27,27,D8,C4,,5,5
R19903,2024-06-12 08:06:35.705875,2024-06-12 08:28:35.705875,Banjara Hills,17.420263381365668,78.44642394023879,Gachibowli,17.430377038794642,78.34727974427423,10.58,209.96,1.0,Completed,4,24,22,D7,C8,,4,3
R19904,2024-01-28 12:22:27.532953,2024-01-28 12:32:27.532953,Banjara Hills,17.423187903045243,78.45754387780016,Hitec City,17.454606086845065,78.36789144683777,10.13,186.56,1.0,Completed,6,10,10,D10,C7,,5,3
R19905,2024-02-07 17:22:30.392266,2024-02-07 17:30:30.392266,Gachibowli,17.432876952578244,78.34339738167003,Gachibowli,17.432183459432267,78.35886309286114,1.64,81.68,1.2,Cancelled by Customer,5,12,8,D10,C4,,3,4
R19906,2024-05-03 07:53:04.824234,2024-05-03 07:58:04.824234,Gachibowli,17.438765391361947,78.34492598885882,Banjara Hills,17.408791307510402,78.45652182777172,12.3,205.1,1.5,Cancelled by Customer,8,4,5,D9,C19,,3,5
R19907,2024-05-27 06:59:23.990479,2024-05-27 07:28:23.990479,Gachibowli,17.433304091127017,78.34560493978744,Banjara Hills,17.424743693717588,78.44799270520517,10.9,224.3,1.0,Completed,3,31,29,D6,C18,,3,4
R19908,2024-04-10 19:57:10.948034,2024-04-10 20:21:10.948034,Gachibowli,17.449135753940833,78.34921501021445,Hitec City,17.453617369698755,78.38057171921827,3.36,126.32,1.5,Completed,10,19,24,D6,C4,,5,4
R19909,2024-02-24 13:38:35.603282,2024-02-24 14:02:35.603282,Hitec City,17.446497536590975,78.37345186889557,Banjara Hills,17.41417534174999,78.4415747207294,8.07,182.84,1.5,Cancelled by Customer,7,22,24,D7,C7,,3,5
R19910,2024-02-02 14:10:29.688914,2024-02-02 14:34:29.688914,Banjara Hills,17.423994504679893,78.44377426838024,Hitec City,17.437906426437884,78.37698314914265,7.25,173.0,1.2,Completed,10,20,24,D2,C13,,4,4
R19911,2024-03-08 06:06:50.581467,2024-03-08 06:38:50.581467,Gachibowli,17.44961407183427,78.3513223009808,Banjara Hills,17.412847316360132,78.45161839429379,11.4,234.8,1.5,Cancelled by Customer,10,34,32,D3,C12,,3,4
R19912,2024-05-25 21:20:51.955018,2024-05-25 21:51:51.955018,Banjara Hills,17.408749118010604,78.4466821064346,Banjara Hills,17.41514722493932,78.44480687771802,0.74,105.38,1.0,Cancelled by Customer,10,32,31,D7,C20,,5,4
R19913,2024-06-13 07:24:01.301969,2024-06-13 08:03:01.301969,Gachibowli,17.44947901925723,78.3533875466518,Hitec City,17.452396965963253,78.3823248635201,3.09,145.58,1.5,Completed,4,37,39,D10,C20,,5,4
R19914,2024-05-18 12:14:49.005712,2024-05-18 12:41:49.005712,Hitec City,17.45305919649934,78.38127986244167,Hitec City,17.437830310288955,78.38406861227432,1.72,111.14,1.5,Completed,5,22,27,D6,C8,,5,3
R19915,2024-04-13 19:57:38.101554,2024-04-13 20:36:38.101554,Hitec City,17.451334064234647,78.3696484520588,Hitec City,17.45050667908271,78.38472383097745,1.6,127.7,1.5,Cancelled by Customer,9,34,39,D7,C19,,5,5
R19916,2024-04-10 18:37:44.103669,2024-04-10 18:54:44.103669,Gachibowli,17.44189478245384,78.35586849842826,Gachibowli,17.43140964237615,78.34051720952418,2.0,99.5,1.2,Cancelled by Customer,8,14,17,D8,C13,,5,4
R19917,2024-04-30 05:26:04.933846,2024-04-30 05:38:04.933846,Banjara Hills,17.416841380978532,78.4417549707521,Hitec City,17.451473651107385,78.36765399654591,8.75,173.0,1.2,Cancelled by Customer,4,9,12,D6,C9,,5,3
R19918,2024-04-30 10:06:30.588078,2024-04-30 10:35:30.588078,Hitec City,17.45507194252892,78.3707572691642,Gachibowli,17.44853726335753,78.35322822816886,2.0,117.5,1.5,Completed,9,29,29,D5,C15,,4,4
R19919,2024-06-18 23:10:08.001455,2024-06-18 23:44:08.001455,Hitec City,17.449254579415417,78.3704192861969,Hitec City,17.453301516768324,78.37565385729012,0.71,109.52,1.0,Completed,6,37,34,D7,C19,,5,4
R19920,2024-01-12 15:50:54.711055,2024-01-12 16:20:54.711055,Gachibowli,17.432172719818542,78.3508931683788,Gachibowli,17.444404336179407,78.35416240468945,1.4,111.8,1.0,Cancelled by Customer,2,28,30,D1,C1,,4,3
R19921,2024-04-03 16:54:07.029121,2024-04-03 17:04:07.029121,Gachibowli,17.43906984897311,78.34352803446484,Banjara Hills,17.41796221917207,78.44193809967209,10.7,193.4,1.0,Cancelled by Customer,4,8,10,D2,C1,,3,4
R19922,2024-03-05 02:39:05.307539,2024-03-05 03:16:05.307539,Banjara Hills,17.418449492227673,78.45497503502605,Gachibowli,17.435526248475046,78.35626839517148,10.64,233.18,1.0,Completed,1,40,37,D7,C19,,5,4
R19923,2024-06-06 07:41:13.177560,2024-06-06 08:02:13.177560,Banjara Hills,17.419128300329113,78.45062871952585,Hitec City,17.45191930332539,78.36855854009836,9.44,194.78,1.0,Cancelled by Customer,7,21,21,D6,C14,,4,5
R19924,2024-01-10 01:14:21.962420,2024-01-10 01:47:21.962420,Gachibowli,17.44893095297118,78.35608862128613,Banjara Hills,17.40956569461546,78.44508716341089,10.41,224.42,1.2,Cancelled by Customer,2,28,33,D5,C13,,3,3
R19925,2024-06-11 16:20:14.138887,2024-06-11 16:34:14.138887,Hitec City,17.44109849296664,78.37127029201527,Gachibowli,17.443597266845345,78.33927225413997,3.41,111.92,1.5,Cancelled by Customer,5,13,14,D5,C11,,4,4
R19926,2024-01-25 11:06:29.405492,2024-01-25 11:26:29.405492,Gachibowli,17.44292275975755,78.35518685663665,Banjara Hills,17.41882861622675,78.45546434104753,10.97,211.64,1.2,Cancelled by Customer,3,24,20,D6,C10,,5,3
R19927,2024-01-28 16:04:01.859025,2024-01-28 16:19:01.859025,Gachibowli,17.433299003964365,78.35157446539733,Hitec City,17.451056354132216,78.38502909295083,4.06,121.22,1.5,Completed,9,10,15,D5,C17,,5,3
R19928,2024-01-18 11:28:06.333341,2024-01-18 11:59:06.333341,Banjara Hills,17.414112367109322,78.45038753041335,Gachibowli,17.43953503508112,78.35129396295157,10.89,227.18,1.0,Completed,2,33,31,D5,C10,,5,5
R19929,2024-06-16 06:59:47.461198,2024-06-16 07:35:47.461198,Hitec City,17.44003850146706,78.37336904939532,Banjara Hills,17.41792940087745,78.44768987410853,8.26,203.12,1.2,Completed,5,37,36,D5,C6,,3,5
R19930,2024-06-29 05:33:51.784492,2024-06-29 05:48:51.784492,Hitec City,17.445624444954863,78.37069358888579,Banjara Hills,17.423923302787546,78.45122756774101,8.88,179.06,1.2,Cancelled by Customer,4,14,15,D1,C11,,4,4
R19931,2024-02-19 21:52:06.234172,2024-02-19 22:27:06.234172,Banjara Hills,17.422432641897036,78.44608420804569,Gachibowli,17.445342685132744,78.35442670221262,10.05,223.1,1.0,Cancelled by Customer,3,39,35,D9,C10,,5,3
R19932,2024-01-20 03:05:18.543446,2024-01-20 03:43:18.543446,Banjara Hills,17.420004010200334,78.44237487271955,Hitec City,17.44941697608948,78.37633298631545,7.73,199.76,1.0,Completed,1,36,38,D3,C9,,5,5
R19933,2024-03-23 01:50:19.866091,2024-03-23 02:09:19.866091,Gachibowli,17.439380624581194,78.35329549765694,Banjara Hills,17.415578012429805,78.44750161922826,10.34,202.58,1.5,Cancelled by Customer,3,19,19,D7,C1,,5,3
R19934,2024-03-28 14:28:44.098627,2024-03-28 15:04:44.098627,Hitec City,17.44550030262669,78.3770727755416,Hitec City,17.437812981156032,78.3680492512588,1.28,119.36,1.0,Completed,9,32,36,D8,C15,,4,3
R19935,2024-03-17 21:44:55.705410,2024-03-17 22:08:55.705410,Banjara Hills,17.419130190184106,78.44605888854566,Hitec City,17.454149133363323,78.38393850830855,7.65,177.8,1.0,Cancelled by Customer,6,27,24,D6,C1,,5,5
R19936,2024-03-29 08:08:34.568350,2024-03-29 08:43:34.568350,Gachibowli,17.434841258201185,78.35883156422153,Gachibowli,17.433452851474676,78.34922406093733,1.03,114.86,1.0,Completed,2,31,35,D1,C17,,5,3
R19937,2024-05-01 22:24:56.969069,2024-05-01 23:03:56.969069,Gachibowli,17.439814745012022,78.34699325557077,Banjara Hills,17.41021434376562,78.4522908124353,11.65,248.3,1.2,Completed,5,34,39,D2,C19,,3,5
R19938,2024-02-28 10:01:35.151719,2024-02-28 10:27:35.151719,Banjara Hills,17.41775547367148,78.4411321376006,Gachibowli,17.43386687416496,78.35596940820135,9.21,199.52,1.0,Cancelled by Customer,1,31,26,D5,C14,,5,4
R19939,2024-05-01 01:58:19.300508,2024-05-01 02:03:19.300508,Hitec City,17.449260882036718,78.38623179022538,Hitec City,17.43957877379474,78.37337367822572,1.74,78.38,1.5,Cancelled by Customer,9,5,5,D5,C8,,5,3
R19940,2024-01-06 00:56:20.293092,2024-01-06 01:23:20.293092,Hitec City,17.44953197863137,78.37994671817309,Gachibowli,17.44380146387796,78.34201162675066,4.07,139.34,1.5,Completed,1,23,27,D9,C8,,4,5
R19941,2024-01-18 14:03:04.282164,2024-01-18 14:31:04.282164,Hitec City,17.438114167638787,78.3752025629347,Gachibowli,17.448554382911734,78.34831480469029,3.08,128.96,1.2,Completed,9,25,28,D1,C17,,4,5
R19942,2024-04-17 22:59:46.180880,2024-04-17 23:06:46.180880,Gachibowli,17.44888877767496,78.35107322803354,Banjara Hills,17.41310351852576,78.44781656030983,11.01,192.62,1.5,Cancelled by Customer,3,9,7,D6,C18,,5,3
